invoice_number,order_id,product_id,line_number,quantity,unit_price,sales_amount,discount_amount,cost_amount,margin_amount
324067,119304,26502,11000,16,463.92,7422.72,7070.2512,4368.82,3053.9
324067,119304,20801,9000,12,670.1766667,8042.12,7660.24,5368.17,2673.95
324067,119304,17801,10000,12,706.675,8480.1,8077.4256,5396.3,3083.8
324067,119304,28500,13000,112,522.7296429,58545.72,55765.6576,34680.2,23865.52
324068,116162,63653,64000,5,101.92,509.6,485.4,171.94,337.66
324069,119386,61120,49000,2,110.79,221.58,211.06,139.8,81.78
324069,119386,32966,46000,3,75.36333333,226.09,215.36,170.36,55.73
324069,119386,28751,34000,4,58.11,232.44,221.4,163.42,69.02
324069,119386,28761,38000,3,80.8,242.4,230.88,143.24,99.16
324069,119386,39900,30000,3,95.78,287.34,273.69,158.9,128.44
324069,119386,14867,40000,20,15.175,303.5,289.1,238.19,65.31
324069,119386,25987,37000,4,78.4625,313.85,298.95,66.4,247.45
324069,119386,61770,28000,4,99.41,397.64,378.76,234.45,163.19
324069,119386,39680,29000,3,134.7733333,404.32,385.13,304.58,99.74
324069,119386,63653,32000,4,101.92,407.68,388.32,137.55,270.13
324069,119386,62018,3000,14,22.685,317.59,407.89,238.0,79.59
324069,119386,37673,47000,5,90.836,454.18,583.32,220.35,233.83
324069,119386,39190,26000,8,95.77875,766.23,729.85,614.68,151.55
324069,119386,36001,1000,6,180.37,1082.22,1389.96,505.4,576.82
324069,119386,25300,19000,15,102.13,1531.95,1459.2,839.05,692.9
324069,119386,29394,33000,25,63.0672,1576.68,1501.82,1143.86,432.82
324069,119386,37606,39000,10,209.227,2092.27,1992.93,1151.4,940.87
324069,119386,38076,13000,8,240.18125,1921.45,2467.83,925.03,996.42
324069,119386,28401,17000,15,475.2193333,7128.29,6789.7975,4175.72,2952.57
324069,119386,27550,18000,15,535.536,8033.04,7651.59,4539.8,3493.24
324069,119386,67550,14000,20,653.0555,13061.11,12440.89,6904.01,6157.1
324072,116125,39190,34000,3,98.24,294.72,266.31,230.51,64.21
324074,116401,39339,185000,4,117.43,469.72,471.52,341.41,128.31
324076,116767,39190,83000,3,98.24,294.72,266.31,230.51,64.21
324077,116947,38007,2000,1,550.44,550.44,552.56,422.28,128.16
324078,116951,39190,64000,3,98.24,294.72,266.31,230.51,64.21
324080,117187,39190,3000,3,100.3066667,300.92,260.11,230.51,70.41
324088,118097,30093,25000,1,258.31,258.31,233.41,159.14,99.17
324093,118576,39190,38000,3,98.24,294.72,266.31,230.51,64.21
324098,118889,39681,15000,1,294.72,294.72,266.32,197.99,96.73
324101,119125,6779,1000,850,0.3373411765,286.74,231.76,19.55,267.19
324102,119267,63560,34000,16,134.8125,2157.0,2611.0,1526.6,630.4
324103,119443,30093,25000,1,242.81,242.81,248.91,159.14,83.67
324107,119602,26370,33000,2,103.51,207.02,203.5,115.07,91.95
324107,119602,36001,70000,1,207.78,207.78,204.25,84.23,123.55
324107,119602,25898,32000,1,212.3,212.3,208.69,226.39,-14.09
324107,119602,29753,56000,2,112.28,224.56,220.74,183.4,41.16
324107,119602,62027,104000,3,91.56,274.68,270.0,215.33,59.35
324107,119602,32963,63000,4,69.25,277.0,272.28,211.73,65.27
324107,119602,39190,85000,3,94.31,282.93,278.1,230.51,52.42
324107,119602,32966,64000,4,74.2075,296.83,291.77,227.15,69.68
324107,119602,25300,28000,3,100.5633333,301.69,296.54,167.81,133.88
324107,119602,63234,109000,1,315.19,315.19,309.81,275.56,39.63
324107,119602,28761,45000,4,79.5575,318.23,312.81,190.98,127.25
324107,119602,34581,66000,4,79.5575,318.23,312.81,191.65,126.58
324107,119602,63066,108000,1,320.23,320.23,314.77,177.06,143.17
324107,119602,63664,117000,1,325.28,325.28,319.72,241.11,84.17
324107,119602,63253,110000,2,176.41,352.82,346.8,183.42,169.4
324107,119602,45880,92000,1,387.18,387.18,380.57,288.16,99.02
324107,119602,24702,26000,1,402.57,402.57,395.7,269.6,132.97
324107,119602,38050,76000,3,151.91,455.73,447.96,323.31,132.42
324107,119602,29070,48000,5,91.5,457.5,449.7,156.7,300.8
324107,119602,28771,46000,6,79.55833333,477.35,469.21,320.02,157.33
324107,119602,29394,55000,8,62.1,496.8,488.32,366.03,130.77
324107,119602,32721,62000,15,38.58866667,578.83,568.97,229.85,348.98
324107,119602,38051,77000,2,291.21,582.42,572.5,418.94,163.48
324107,119602,29071,49000,10,91.5,915.0,899.4,298.64,616.36
324107,119602,26502,35000,2,473.82,947.64,931.5,546.1,401.54
324107,119602,38826,82000,10,112.489,1124.89,1105.71,371.17,753.72
324107,119602,31875,58000,2,580.165,1160.33,1140.5498,640.09,520.24
324107,119602,28401,42000,3,487.3766667,1462.13,1437.19,835.14,626.99
324107,119602,604700,120000,5,276.884,1384.42,1490.58,1043.66,340.76
324107,119602,32720,61000,60,25.71416667,1542.85,1516.55,462.19,1080.66
324107,119602,47801,93000,2,820.92,1641.84,1613.84,951.5,690.34
324107,119602,11690,13000,18,96.99666667,1745.94,1716.18,600.98,1144.96
324107,119602,63600,113000,2,995.99,1991.98,1958.02,1029.54,962.44
324107,119602,20990,22000,50,45.841,2292.05,2757.95,1467.83,824.22
324109,119669,17801,2000,3,775.5833333,2326.75,1966.94,1349.08,977.67
324109,119669,27550,1000,10,587.751,5877.51,4968.59,3026.53,2850.98
324113,119766,11690,3000,4,101.0375,404.15,365.21,133.55,270.6
324113,119766,38826,12000,4,117.175,468.7,423.54,148.47,320.23
324113,119766,20990,5000,50,47.751,2387.55,2662.45,1467.83,919.72
324114,119770,37880,27000,2,108.9,217.8,196.56,119.61,98.19
324114,119770,32966,22000,3,77.34666667,232.04,209.41,170.36,61.68
324114,119770,30093,20000,1,258.47,258.47,233.25,159.14,99.33
324114,119770,29758,18000,1,270.78,270.78,244.36,153.9,116.88
324114,119770,29071,14000,3,95.37333333,286.12,258.2,89.59,196.53
324114,119770,39190,37000,3,98.3,294.9,266.13,230.51,64.39
324114,119770,39681,38000,1,294.9,294.9,266.14,197.99,96.91
324114,119770,11690,2000,3,101.1,303.3,273.72,100.16,203.14
324114,119770,29394,16000,5,64.728,323.64,292.06,228.77,94.87
324114,119770,26370,9000,4,107.895,431.58,389.46,230.15,201.43
324114,119770,48500,43000,1,596.49,596.49,538.28,326.87,269.62
324114,119770,38050,28000,4,158.34,633.36,571.56,431.09,202.27
324114,119770,37441,26000,1,659.26,659.26,594.9299,344.28,314.98
324114,119770,62027,49000,8,95.43625,763.49,688.99,574.22,189.27
324114,119770,28401,12000,2,508.005,1016.01,916.87,556.76,459.25
324114,119770,38051,29000,4,303.5375,1214.15,1095.69,837.89,376.26
324114,119770,47801,42000,3,855.6633333,2566.99,2316.53,1427.24,1139.75
324114,119770,17801,5000,5,752.318,3761.59,3394.56,2248.46,1513.13
324114,119770,47550,41000,7,610.1142857,4270.8,3854.1,2233.35,2037.45
324118,119842,30106,31000,4,55.7775,223.11,201.61,133.45,89.66
324118,119842,61859,61000,2,122.355,244.71,221.13,140.41,104.3
324118,119842,13447,3000,4,62.7875,251.15,226.93,106.64,144.51
324118,119842,39840,50000,1,221.04,221.04,246.49,205.72,15.32
324118,119842,29070,24000,3,95.31333333,285.94,258.38,94.02,191.92
324118,119842,21390,9000,6,54.99,329.94,298.14,158.86,171.08
324118,119842,61853,59000,3,122.3566667,367.07,331.69,216.53,150.54
324118,119842,26370,14000,4,107.825,431.3,389.74,230.15,201.15
324118,119842,26361,13000,2,230.98,461.96,417.44,269.34,192.62
324118,119842,62672,62000,4,117.275,469.1,470.9,161.67,307.43
324118,119842,39850,51000,2,221.04,442.08,492.98,411.45,30.63
324118,119842,29260,25000,2,292.405,584.81,528.45,332.59,252.22
324118,119842,38772,45000,9,66.01555556,594.14,536.89,474.9,119.24
324118,119842,28751,21000,10,59.602,596.02,538.58,408.55,187.47
324118,119842,601700,71000,6,109.4383333,656.63,652.45,359.4,297.23
324118,119842,5742,1000,12,60.57333333,726.88,656.84,232.62,494.26
324118,119842,30092,30000,5,148.68,743.4,671.75,385.48,357.92
324118,119842,30289,32000,1,783.11,783.11,707.65,546.44,236.67
324118,119842,39860,52000,3,221.04,663.12,739.47,617.17,45.95
324118,119842,26502,16000,2,493.57,987.14,892.0,546.1,441.04
324118,119842,25300,11000,10,104.752,1047.52,946.58,559.37,488.15
324118,119842,38109,43000,3,550.4466667,1651.34,1657.66,1344.96,306.38
324118,119842,45880,53000,8,403.3075,3226.46,2915.54,2305.28,921.18
324118,119842,20910,8000,8,433.36125,3466.89,3132.79,2087.84,1379.05
324120,119846,21390,9000,4,54.99,219.96,198.76,105.9,114.06
324120,119846,32966,17000,3,77.3,231.9,209.55,170.36,61.54
324120,119846,38050,18000,2,158.24,316.48,285.98,215.54,100.94
324120,119846,20990,8000,12,53.05666667,636.68,575.32,352.28,284.4
324120,119846,29255,13000,3,266.7266667,800.18,723.07,488.68,311.5
324120,119846,47801,20000,1,855.12,855.12,772.72,475.75,379.37
324120,119846,17801,7000,4,751.8425,3007.37,2717.55,1798.77,1208.6
324121,119847,11690,3000,2,101.04,202.08,182.6,66.78,135.3
324121,119847,61856,29000,2,122.355,244.71,221.13,143.5,101.21
324121,119847,37609,20000,1,255.47,255.47,230.85,145.57,109.9
324121,119847,30092,15000,2,148.68,297.36,268.7,154.19,143.17
324121,119847,5742,1000,6,60.575,363.45,328.41,116.31,247.14
324121,119847,38875,24000,4,123.3,493.2,495.08,341.29,151.91
324121,119847,20990,5000,12,53.05666667,636.68,575.32,352.28,284.4
324121,119847,45880,25000,2,403.31,806.62,728.88,576.32,230.3
324121,119847,26502,10000,2,493.57,987.14,892.0,546.1,441.04
324121,119847,47801,26000,2,855.125,1710.25,1545.43,951.5,758.75
324122,119850,20990,2000,8,53.05625,424.45,383.55,234.85,189.6
324122,119850,28500,6000,1,556.14,556.14,502.5401,309.64,246.5
324122,119850,47801,12000,2,855.125,1710.25,1545.43,951.5,758.75
324129,119879,62027,3000,2,139.44,278.88,84.24,143.56,135.32
324129,119879,39900,4000,2,143.625,287.25,86.77,105.93,181.32
324129,119879,39680,2000,2,202.1,404.2,122.1,203.05,201.15
324129,119879,17801,1000,2,1099.185,2198.37,664.09,899.38,1298.99
324131,119883,15640,1000,4,87.6825,350.73,303.15,82.39,268.34
324131,119883,26361,4000,2,235.845,471.69,407.71,269.34,202.35
324131,119883,47801,14000,1,873.13,873.13,754.71,475.75,397.38
324131,119883,63600,19000,4,1059.3325,4237.33,3662.67,2059.09,2178.24
324132,119889,25883,1000,1,229.43,229.43,185.48,75.98,153.45
324133,119893,38809,11000,2,116.905,233.81,172.11,131.46,102.35
324133,119893,38787,10000,4,67.23,268.92,197.96,89.93,178.99
324133,119893,38810,12000,2,142.31,284.62,209.52,163.86,120.76
324133,119893,61743,20000,1,463.03,463.03,340.83,388.62,74.41
324133,119893,61756,21000,1,463.03,463.03,340.83,390.08,72.95
324133,119893,20990,1000,8,58.17625,465.41,342.59,234.85,230.56
324133,119893,62672,22000,4,135.36,541.44,398.56,161.67,379.77
324133,119893,37132,4000,3,200.01,600.03,441.69,368.38,231.65
324133,119893,28751,2000,14,65.35285714,914.94,673.5,571.97,342.97
324133,119893,38821,14000,8,116.905,935.24,688.44,525.85,409.39
324133,119893,38875,15000,7,142.3114286,996.18,733.31,597.25,398.93
324133,119893,38109,9000,4,635.3275,2541.31,1870.69,1793.28,748.03
324134,119895,28929,8000,10,20.245,202.45,171.15,74.27,128.18
324134,119895,36031,13000,3,68.10666667,204.32,172.72,68.02,136.3
324134,119895,29255,9000,1,275.15,275.15,232.6,162.89,112.26
324134,119895,17801,2000,5,775.584,3877.92,3278.23,2248.46,1629.46
324141,119915,39025,3000,24,67.04958333,1609.19,1794.49,1171.11,438.08
324141,119915,39025,4000,75,67.04973333,5028.73,5607.77,3659.72,1369.01
324141,119915,64420,50000,135,67.04977778,9051.72,10093.98,4877.77,4173.95
324144,119939,30289,1000,1,787.12,787.12,703.64,546.44,240.68
324145,119941,26150,4000,1,304.63,304.63,246.28,87.35,217.28
324145,119941,17801,3000,1,791.41,791.41,639.82,449.69,341.72
324147,119962,63600,1000,1,1070.26,1070.26,904.74,514.77,555.49
324156,119988,60900,1000,1,327.62,327.62,296.05,140.82,186.8
324157,119989,38109,1000,1,550.44,550.44,552.56,448.32,102.12
324160,119992,38842,1000,2,101.34,202.68,183.14,107.15,95.53
324165,120017,61745,1000,1,405.39,405.39,398.47,389.73,15.66
324169,120023,25580,2000,10,21.421,214.21,173.19,129.92,84.29
324169,120023,17801,1000,7,791.4128571,5539.89,4478.72,3147.84,2392.05
324170,120025,47550,1000,1,641.82,641.82,518.88,319.05,322.77
324172,120032,39680,1000,2,138.235,276.47,249.83,203.05,73.42
324177,120045,63066,6000,1,333.57,333.57,301.43,177.06,156.51
323913,119945,36001,2000,10,189.863,1898.63,2221.67,842.34,1056.29
323913,119945,38076,1000,10,252.823,2528.23,2958.37,1156.29,1371.94
323914,119948,265022,1000,10,495.756,4957.56,4722.14,2991.02,1966.54
323918,116067,60013,16000,18,21.54166667,387.75,495.69,360.02,27.73
323918,116067,37574,1000,64,126.541875,8098.68,10353.16,5963.35,2135.33
323919,116144,39190,30000,6,100.3066667,601.84,520.22,461.01,140.83
323920,116405,60450,23000,2,183.95,367.9,325.16,141.77,226.13
323922,119736,20990,3000,6,55.85,335.1,270.9,176.14,158.96
323923,119816,36001,1000,120,169.6225833,20354.71,29088.89,10108.08,10246.63
323924,119817,36001,1000,120,169.6225833,20354.71,29088.89,10108.08,10246.63
323925,119958,24336,5000,2,118.0,236.0,203.98,69.64,166.36
323925,119958,31700,20000,3,123.2333333,369.7,319.55,233.57,136.13
323928,116081,28771,49000,4,84.6175,338.47,292.57,213.35,125.12
323930,116242,21456,1000,30,7.147,214.41,254.79,35.54,178.87
323931,116399,37574,4000,17,129.1117647,2194.9,2706.37,1584.02,610.88
323933,116470,38061,3000,1,209.18,209.18,169.11,77.66,131.52
323934,116817,38061,2000,2,209.18,418.36,338.22,155.33,263.03
323935,116975,38061,10000,2,202.905,405.81,350.77,155.33,250.48
323938,117512,38061,2000,1,209.18,209.18,169.11,77.66,131.52
323942,117965,61484,58000,10,21.492,214.92,290.131,152.43,62.49
323942,117965,34901,27000,10,22.115,221.15,297.65,123.79,97.36
323942,117965,36015,3000,15,15.92333333,238.85,316.9,87.23,151.62
323942,117965,38076,13000,60,225.8698333,13552.19,19367.41,6937.72,6614.47
323942,117965,36001,2000,120,169.6225,20354.7,29088.9,10108.08,10246.62
323944,118149,39339,19000,2,118.665,237.33,233.29,170.7,66.63
323945,118163,33088,1000,3,93.52666667,280.58,253.5454,99.97,180.61
323945,118163,32963,10000,6,71.38166667,428.29,387.0314,317.6,110.69
323945,118163,15236,3000,30,18.76266667,562.88,508.627,134.1,428.78
323949,118520,30093,28000,1,261.02,261.02,230.7,159.14,101.88
323950,118585,30093,5000,1,258.31,258.31,233.41,159.14,99.17
323951,118587,38076,2000,60,228.1513333,13689.08,19230.52,6937.72,6751.36
323951,118587,36001,1000,180,171.3358889,30840.46,43324.94,15162.12,15678.34
323952,118592,36001,1000,60,171.3358333,10280.15,14441.65,5054.04,5226.11
323953,118727,60900,2000,6,256.7483333,1540.49,2201.53,844.94,695.55
323953,118727,36001,1000,44,169.6225,7463.39,10665.93,3706.3,3757.09
323954,118728,60900,2000,8,256.75,2054.0,2935.36,1126.58,927.42
323954,118728,36001,1000,43,169.6223256,7293.76,10423.53,3622.06,3671.7
323955,118741,60900,2000,5,256.75,1283.75,1834.6,704.11,579.64
323955,118741,36001,1000,11,169.6227273,1865.85,2666.48,926.57,939.28
323956,118743,60900,2000,8,256.75,2054.0,2935.36,1126.58,927.42
323956,118743,36001,1000,18,169.6222222,3053.2,4363.34,1516.21,1536.99
323957,118744,60900,2000,4,256.75,1027.0,1467.68,563.29,463.71
323957,118744,36001,1000,46,169.6223913,7802.63,11150.75,3874.76,3927.87
323958,118963,38076,2000,105,225.8698095,23716.33,33892.97,12141.01,11575.32
323958,118963,36001,1000,240,169.6225,40709.4,58177.8,20216.16,20493.24
323959,118967,38076,1000,70,225.8697143,15810.88,22595.32,8094.01,7716.87
323960,118968,38076,1000,35,225.87,7905.45,11297.65,4047.0,3858.45
323961,118977,38076,2000,35,225.87,7905.45,11297.65,4047.0,3858.45
323961,118977,36001,1000,120,169.6225,20354.7,29088.9,10108.08,10246.62
323967,119339,63560,16000,2,136.175,272.35,323.65,190.83,81.52
323968,119365,30093,20000,1,261.02,261.02,230.7,159.14,101.88
323970,119449,38051,38000,1,285.15,285.15,292.31,209.47,75.68
323971,119452,28771,21000,3,77.9,233.7,239.58,160.01,73.69
323971,119452,39190,53000,3,92.34666667,277.04,283.99,230.51,46.53
323972,119524,37606,95000,1,206.02,206.02,202.5,115.14,90.88
323972,119524,26370,48000,2,103.51,207.02,203.5,115.07,91.95
323972,119524,29312,70000,10,22.28,222.8,219.0,132.28,90.52
323972,119524,25987,46000,3,77.25666667,231.77,227.83,49.8,181.97
323972,119524,28771,63000,3,79.56,238.68,234.6,160.01,78.67
323972,119524,30093,74000,1,247.98,247.98,243.74,159.14,88.84
323972,119524,28396,55000,36,7.211388889,259.61,255.19,118.44,141.17
323972,119524,39840,119000,1,212.2,212.2,255.33,205.72,6.48
323972,119524,29260,68000,1,280.7,280.7,275.93,166.3,114.4
323972,119524,38051,97000,1,291.22,291.22,286.24,209.47,81.75
323972,119524,62616,142000,2,150.285,300.57,295.43,190.69,109.88
323972,119524,63559,150000,2,150.285,300.57,295.43,190.29,110.28
323972,119524,34581,84000,4,79.5575,318.23,312.81,191.65,126.58
323972,119524,63664,154000,1,325.28,325.28,319.72,241.11,84.17
323972,119524,15712,28000,4,81.54,326.16,320.6,88.32,237.84
323972,119524,26749,52000,4,83.895,335.58,329.86,75.04,260.54
323972,119524,37170,91000,4,96.245,384.98,378.42,170.53,214.45
323972,119524,28761,62000,5,79.56,397.8,391.0,238.73,159.07
323972,119524,25300,41000,4,100.5625,402.25,395.39,223.75,178.5
323972,119524,39116,112000,1,424.64,424.64,417.4,320.16,104.48
323972,119524,26361,47000,2,221.74,443.48,435.92,269.34,174.14
323972,119524,32966,82000,6,74.20833333,445.25,437.65,340.73,104.52
323972,119524,28739,60000,6,79.55833333,477.35,469.21,355.93,121.42
323972,119524,62672,143000,4,112.585,450.34,489.66,161.67,288.67
323972,119524,39860,120000,2,212.2,424.4,510.66,411.45,12.95
323972,119524,22680,39000,30,18.50266667,555.08,545.62,265.19,289.89
323972,119524,37574,94000,4,145.395,581.58,571.66,372.71,208.87
323972,119524,26629,51000,4,145.605,582.42,572.5,254.06,328.36
323972,119524,5742,5000,12,58.15083333,697.81,685.91,232.62,465.19
323972,119524,45880,122000,2,387.18,774.36,761.14,576.32,198.04
323972,119524,20910,33000,2,416.025,832.05,817.87,521.96,310.09
323972,119524,38050,96000,6,151.91,911.46,895.92,646.63,264.83
323972,119524,29394,71000,15,62.09933333,931.49,915.61,686.31,245.18
323972,119524,26502,50000,2,473.82,947.64,931.5,546.1,401.54
323972,119524,47550,123000,2,585.34,1170.68,1150.72,638.1,532.58
323972,119524,62027,137000,18,91.56055556,1648.09,1619.99,1292.0,356.09
323972,119524,28500,59000,4,533.8925,2135.57,2099.1504,1238.58,896.99
323972,119524,38826,110000,24,112.4891667,2699.74,2653.7,890.8,1808.94
323972,119524,38076,99000,10,276.689,2766.89,2719.71,1156.29,1610.6
323972,119524,20990,34000,50,45.841,2292.05,2757.95,1467.83,824.22
323972,119524,28401,56000,6,487.3766667,2924.26,2874.38,1670.29,1253.97
323972,119524,27550,54000,10,546.969,5469.69,5376.41,3026.53,2443.16
323972,119524,17801,30000,8,721.76875,5774.15,5675.69,3597.53,2176.62
323972,119524,11690,18000,60,96.997,5819.82,5720.58,2003.26,3816.56
323972,119524,47801,124000,8,820.91875,6567.35,6455.37,3805.98,2761.37
323972,119524,37441,93000,12,632.4875,7589.85,7460.4288,4131.31,3458.54
323972,119524,29071,66000,120,91.5,10980.0,10792.8,3583.68,7396.32
323973,119611,64820,3000,2,784.975,1569.95,1269.2166,718.39,851.56
323974,119627,36001,1000,60,177.0785,10624.71,14097.09,5054.04,5570.67
323975,119763,36945,2000,1,879.26,879.26,743.29,563.65,315.61
323977,119765,37441,1000,1,693.51,693.51,560.6799,344.28,349.23
323984,119798,17801,2000,1,751.84,751.84,679.39,449.69,302.15
323984,119798,27550,3000,2,569.76,1139.52,1029.7,605.31,534.21
323984,119798,47801,9000,2,855.125,1710.25,1545.43,951.5,758.75
323984,119798,47550,8000,4,609.73,2438.92,2203.88,1276.2,1162.72
323991,119853,32963,13000,3,72.13333333,216.4,195.56,158.8,57.6
323991,119853,26502,7000,1,493.56,493.56,446.01,273.05,220.51
323991,119853,62949,22000,3,170.8266667,512.48,463.09,492.28,20.2
323991,119853,31875,12000,1,604.34,604.34,546.0999,320.04,284.3
323991,119853,20990,5000,12,53.05666667,636.68,575.32,352.28,284.4
323991,119853,27550,8000,2,569.76,1139.52,1029.7,605.31,534.21
323991,119853,20910,4000,3,433.36,1300.08,1174.8,782.94,517.14
323991,119853,37441,14000,2,658.845,1317.69,1190.6898,688.55,629.14
323991,119853,47550,20000,3,609.73,1829.19,1652.91,957.15,872.04
324022,119957,31875,1000,1,636.14,636.14,514.2999,320.04,316.1
324023,119965,63560,11000,3,134.8133333,404.44,489.56,286.24,118.2
324023,119965,62616,8000,5,134.812,674.06,815.94,476.73,197.33
324023,119965,63559,10000,5,134.812,674.06,815.94,475.73,198.33
324026,119977,22333,1000,1,203.16,203.16,175.62,69.65,133.51
324040,120064,37609,2000,1,268.92,268.92,217.4,145.57,123.35
324042,120068,36947,1000,1,807.21,807.21,874.4701,576.25,230.96
323803,119212,61685,1000,3564,20.71804714,73839.12,3076.6332,51565.02,22274.1
323804,119214,61686,1000,7128,25.39439955,181011.28,7542.14,121084.76,59926.52
323805,118606,30042,1000,1,273.98,273.98,11.42,107.18,166.8
323806,118607,33244,1000,1,597.14,597.14,24.88,293.76,303.38
323807,118608,33244,1000,2,597.14,1194.28,49.76,587.52,606.76
323809,116415,61748,53000,1,411.71,411.71,392.15,375.16,36.55
323810,118677,37559,1000,1000,0.37718,377.18,15.72,340.1,37.08
323811,118670,31400,1000,648,34.00501543,22035.25,918.1412,16718.08,5317.17
323812,116246,35143,1000,24,34.56,829.44,790.0536,781.62,47.82
323813,116522,25300,4000,8,102.13,817.04,778.24,447.49,369.55
323814,118880,33600,1000,25,229.8676,5746.69,5473.81,4169.31,1577.38
323816,119711,31681,17000,2,141.035,282.07,268.67,117.45,164.62
323816,119711,62624,1000,2,137.32,274.64,321.36,187.32,87.32
323816,119711,63559,4000,2,137.32,274.64,321.36,190.29,84.35
323816,119711,63744,2000,2,137.32,274.64,321.36,191.85,82.79
323816,119711,39972,5000,6,113.8833333,683.3,650.86,318.84,364.46
323818,119954,33244,1000,1,597.14,597.14,24.88,293.76,303.38
323819,118632,23674,8000,3,113.96,341.88,325.65,131.13,210.75
323819,118632,220610,23000,10,35.226,352.26,335.54,146.1,206.16
323819,118632,29899,6000,6,62.17666667,373.06,355.34,219.0,154.06
323819,118632,25300,5000,5,102.13,510.65,486.4,279.68,230.97
323819,118632,29899,22000,10,62.176,621.76,592.24,365.0,256.76
323819,118632,25300,21000,10,102.13,1021.3,972.8,559.37,461.93
323819,118632,24336,7000,12,112.67,1352.04,1287.84,417.81,934.23
323819,118632,17801,1000,6,706.675,4240.05,4038.7128,2698.15,1541.9
323819,118632,28500,3000,32,522.7296875,16727.35,15933.0436,9908.63,6818.72
323819,118632,27550,2000,32,535.5359375,17137.15,16323.394,9684.9,7452.25
323820,119717,64008,4000,2,115.2,230.4,205.96,120.63,109.77
323820,119717,64009,5000,2,308.88,617.76,552.24,417.25,200.51
323820,119717,265072,2000,1,864.6,864.6,823.53,469.99,394.61
323820,119717,25300,6000,12,102.13,1225.56,1167.36,671.24,554.32
323820,119717,67550,3000,4,653.055,2612.22,2488.18,1380.8,1231.42
323820,119717,17801,1000,6,706.675,4240.05,4038.7128,2698.15,1541.9
323821,115923,61465,4000,100,175.7088,17570.88,20880.8,9107.89,8462.99
323823,116061,64290,6001,15,287.8366667,4317.55,179.9,2221.01,2096.54
323823,116061,61531,10000,25,255.2736,6381.84,265.91,2914.47,3467.37
323825,116154,63135,41000,2,120.3,240.6,217.4,341.26,-100.66
323826,116159,35197,17000,500,175.7088,87854.4,104404.0,48692.25,39162.15
323827,116167,38997,10000,300,175.7088,52712.64,62642.4,27942.78,24769.86
323828,116241,39190,20000,2,100.305,200.61,173.41,153.67,46.94
323830,116256,63064,72000,2,181.235,362.47,327.53,116.01,246.46
323841,117234,63170,4000,75,23.5488,1766.16,2098.86,1199.25,566.91
323845,118040,39190,23000,2,100.305,200.61,173.41,153.67,46.94
323845,118040,39185,21000,2,141.145,282.29,244.01,180.9,101.39
323851,118755,62848,1000,10,26.026,260.26,309.278,159.07,101.19
323853,118824,64941,1001,200,251.088,50217.6,59677.36,23832.32,26385.28
323853,118824,64941,1000,300,251.088,75326.4,89516.04,35748.48,39577.92
323855,118969,63065,137000,2,121.055,242.11,228.09,127.09,115.02
323855,118969,30093,68000,2,253.195,506.39,477.05,318.29,188.1
323855,118969,63654,142000,2,266.55,533.1,502.2,109.58,423.52
323855,118969,38007,87000,1,539.56,539.56,563.44,422.28,117.28
323855,118969,38051,89000,3,297.3433333,892.03,840.35,628.41,263.62
323855,118969,39185,100000,10,135.5,1355.0,1276.5,904.48,450.52
323855,118969,29754,64000,7,250.1657143,1751.16,1649.72,1137.5,613.66
323857,119116,39681,32000,1,294.72,294.72,266.32,197.99,96.73
323857,119116,30093,31000,2,258.305,516.61,466.83,318.29,198.32
323857,119116,30500,27000,5,333.106,1665.53,1505.02,1360.28,305.25
323860,119464,13047,8000,23,10.63695652,244.65,211.463,159.33,85.32
323860,119464,28881,10000,14,26.19857143,366.78,317.0332,145.09,221.69
323860,119464,26370,2000,7,106.1185714,742.83,642.0857,402.76,340.07
323860,119464,48500,4000,4,586.655,2346.62,2028.38,1307.49,1039.13
323860,119464,29255,1000,10,262.502,2625.02,2269.024,1628.92,996.1
323860,119464,17801,7000,4,739.92,2959.68,2558.2896,1798.77,1160.91
323860,119464,601700,9000,87,98.75517241,8591.7,8183.727,5211.33,3380.37
323860,119464,20910,6000,44,426.4895455,18765.54,16220.5716,11483.12,7282.42
323861,119465,28881,6000,17,26.19823529,445.37,384.9746,176.18,269.19
323861,119465,38076,5000,7,283.6514286,1985.56,1716.2766,809.4,1176.16
323861,119465,48500,2000,5,586.656,2933.28,2535.47,1634.36,1298.92
323861,119465,601700,4000,45,98.75511111,4443.98,4232.965,2695.52,1748.46
323861,119465,20910,3000,15,426.4893333,6397.34,5529.7435,3914.7,2482.64
323862,119487,29753,29000,2,109.945,219.89,225.41,183.4,36.49
323862,119487,33087,38000,1,225.84,225.84,231.52,144.66,81.18
323862,119487,63002,74000,2,123.445,246.89,253.11,116.37,130.52
323862,119487,63710,91000,3,82.45333333,247.36,253.58,170.33,77.03
323862,119487,39840,62000,1,207.77,207.77,259.76,205.72,2.05
323862,119487,39860,63000,1,207.77,207.77,259.76,205.72,2.05
323862,119487,63654,86000,1,255.61,255.61,262.04,54.79,200.82
323862,119487,63663,87000,2,139.755,279.51,286.55,176.18,103.33
323862,119487,63066,79000,1,313.56,313.56,321.44,177.06,136.5
323862,119487,63664,88000,1,318.5,318.5,326.5,241.11,77.39
323862,119487,37170,50000,4,94.24,376.96,386.44,170.53,206.43
323862,119487,26361,14000,2,217.125,434.25,445.15,269.34,164.91
323862,119487,39190,57000,6,92.34333333,554.06,568.0,461.01,93.05
323862,119487,30500,35000,2,313.12,626.24,641.98,544.11,82.13
