Custkey,DateKey,Discount Amount,Invoice Date,Invoice Number,Item Class,Item Number,Item,Line Number,List Price,Order Number,Promised Delivery Date,Sales Amount,Sales Amount Based on List Price,Sales Cost Amount,Sales Margin Amount,Sales Price,Sales Quantity,Sales Rep,U/M
10020515,4/2/2019,273.09,2019/04/02,325802,P01,26150,Token Orange Juice,36000,550.91,120841,4/2/2019,277.82,550.91,87.35,190.47,277.82,1,143,EA
10020515,4/2/2019,286.24,2019/04/02,325802,P01,38051,Gorilla 1% Milk,82000,577.46,120841,4/2/2019,291.22,577.46,209.47,81.75,291.22,1,143,EA
10020515,4/2/2019,291.77,2019/04/02,325802,P01,32966,High Top Golden Delcious Apples,72000,147.15,120841,4/2/2019,296.83,588.6,227.15,69.68,74.2075,4,143,EA
10020515,4/2/2019,303.44,2019/04/02,325802,P01,32721,High Top Tomatos,70000,76.52,120841,4/2/2019,308.72,612.16,122.58,186.14,38.59,8,143,EA
10020515,4/2/2019,314.77,2019/04/02,325802,P01,63066,Colony Wheat Bread,106000,635,120841,4/2/2019,320.23,635,177.06,143.17,320.23,1,143,EA
10020515,4/2/2019,318.88,2019/04/02,325802,P01,61145,Good Imported Beer,98000,321.64,120841,4/2/2019,324.4,643.28,268.24,56.16,162.2,2,143,EA
10020515,4/2/2019,359.76,2019/04/02,325802,P01,29070,Nationeel Avocado Dip,52000,181.44,120841,4/2/2019,366,725.76,125.36,240.64,91.5,4,143,SE
10020515,4/2/2019,395.39,2019/04/02,325802,P01,25300,Fast Dried Apples,33000,199.41,120841,4/2/2019,402.25,797.64,223.75,178.5,100.5625,4,143,EA
10020515,4/2/2019,406.99,2019/04/02,325802,P01,26370,Bravo Canned Tomatos,38000,205.26,120841,4/2/2019,414.05,821.04,230.15,183.9,103.5125,4,143,EA
10020515,4/2/2019,418.75,2019/04/02,325802,P01,61748,Carlson String Cheese,6000,803.86,120841,4/2/2019,385.11,803.86,375.16,9.95,385.11,1,143,EA
10020515,4/2/2019,435.92,2019/04/02,325802,P01,26361,Bravo Canned Yams,37000,439.7,120841,4/2/2019,443.48,879.4,269.34,174.14,221.74,2,143,EA
10020515,4/2/2019,447.96,2019/04/02,325802,P01,38050,Gorilla Chocolate Milk,81000,301.23,120841,4/2/2019,455.73,903.69,323.31,132.42,151.91,3,143,EA
10020515,4/2/2019,450,2019/04/02,325802,P01,62027,Big Time Home Style French Fries,103000,181.56,120841,4/2/2019,457.8,907.8,358.89,98.91,91.56,5,143,EA
10020515,4/2/2019,469.21,2019/04/02,325802,P01,28761,Ebony Fuji Apples,47000,157.76,120841,4/2/2019,477.35,946.56,286.47,190.88,79.55833333,6,143,SE
10020515,4/2/2019,469.21,2019/04/02,325802,P01,29091,Nationeel Beef Jerky,53000,157.76,120841,4/2/2019,477.35,946.56,355.93,121.42,79.55833333,6,143,SE
10020515,4/2/2019,489.6,2019/04/02,325802,P01,60448,High Top Summer Squash,96000,493.85,120841,4/2/2019,498.1,987.7,414.45,83.65,249.05,2,143,EA
10020515,4/2/2019,524.7901,2019/04/02,325802,P01,28500,Ebony Squash,45000,1058.6801,120841,4/2/2019,533.89,1058.6801,303.54,230.35,533.89,1,143,EA
10020515,4/2/2019,537.64,2019/04/02,325802,P01,27550,Imagine Popsicles,41000,1084.61,120841,4/2/2019,546.97,1084.61,296.55,250.42,546.97,1,143,EA
10020515,4/2/2019,549.37,2019/04/02,325802,P01,29394,Pearl Chardonnay,58000,123.14,120841,4/2/2019,558.89,1108.26,411.79,147.1,62.09888889,9,143,EA
10020515,4/2/2019,621.6999,2019/04/02,325802,P01,37441,Atomic Mint Chocolate Bar,79000,1254.1899,120841,4/2/2019,632.49,1254.1899,338.5,293.99,632.49,1,143,EA
10020515,4/2/2019,1122.39,2019/04/02,325802,P01,30092,Just Right Chicken Ramen Soup,63000,283.03,120841,4/2/2019,1141.85,2264.24,616.76,525.09,142.73125,8,143,EA
10020515,4/2/2019,1150.72,2019/04/02,325802,P01,47550,Red Spade Turkey Hot Dogs,95000,1160.7,120841,4/2/2019,1170.68,2321.4,625.89,544.79,585.34,2,143,EA
10020515,4/2/2019,1397.24,2019/04/02,325802,P01,26502,Bravo Large Canned Shrimp,40000,939.57,120841,4/2/2019,1421.47,2818.71,800.83,620.64,473.8233333,3,143,EA
10020515,4/2/2019,1547.99,2019/04/02,325802,P01,38826,Ebony Macintosh Apples,89000,223.06,120841,4/2/2019,1574.85,3122.84,519.63,1055.22,112.4892857,14,143,SE
10020515,4/2/2019,1710.8197,2019/04/02,325802,P01,31875,Golden Frozen Chicken Thighs,69000,1150.4399,120841,4/2/2019,1740.5,3451.3197,942.81,797.69,580.1666667,3,143,EA
10020515,4/2/2019,1971.58,2019/04/02,325802,,64800,American Corned Beef,108000,456.57,120841,4/2/2019,1680.98,3652.56,1039.13,641.85,210.1225,8,143,EA
10020515,4/2/2019,2453.6,2019/04/02,325802,P01,20910,Moms Sliced Turkey,27000,824.96,120841,4/2/2019,2496.16,4949.76,1529.24,966.92,416.0266667,6,143,EA
10020515,4/2/2019,2874.38,2019/04/02,325802,P01,28401,Ebony Prepared Salad,43000,966.44,120841,4/2/2019,2924.26,5798.64,1633.65,1290.61,487.3766667,6,143,EA
10020515,4/2/2019,4767.15,2019/04/02,325802,P01,11690,High Top Dried Mushrooms,19000,192.34,120841,4/2/2019,4849.85,9617,1669.38,3180.47,96.997,50,143,SE
10020515,4/2/2019,5515.91,2019/04/02,325802,P01,20990,Moms Sliced Ham,28000,101,120841,4/2/2019,4584.09,10100,2935.66,1648.43,45.8409,100,143,SE
10020515,4/2/2019,203.5,2019/04/02,325804,P01,26370,Bravo Canned Tomatos,22000,205.26,120847,4/2/2019,207.02,410.52,115.07,91.95,103.51,2,143,EA
10020515,4/2/2019,255.33,2019/04/02,325804,P01,39840,American Potato Salad,43000,467.53,120847,4/2/2019,212.2,467.53,205.72,6.48,212.2,1,143,SE
10020515,4/2/2019,270,2019/04/02,325804,P01,62027,Big Time Home Style French Fries,47000,181.56,120847,4/2/2019,274.68,544.68,215.33,59.35,91.56,3,143,EA
10020515,4/2/2019,280.59,2019/04/02,325804,P01,30092,Just Right Chicken Ramen Soup,36000,283.03,120847,4/2/2019,285.47,566.06,154.19,131.28,142.735,2,143,EA
10020515,4/2/2019,296.54,2019/04/02,325804,P01,25300,Fast Dried Apples,18000,199.41,120847,4/2/2019,301.69,598.23,167.81,133.88,100.5633333,3,143,EA
10020515,4/2/2019,366.24,2019/04/02,325804,P01,29394,Pearl Chardonnay,35000,123.14,120847,4/2/2019,372.6,738.84,274.53,98.07,62.1,6,143,EA
10020515,4/2/2019,465.74,2019/04/02,325804,P01,26502,Bravo Large Canned Shrimp,23000,939.57,120847,4/2/2019,473.83,939.57,266.94,206.89,473.83,1,143,EA
10020515,4/2/2019,524.7901,2019/04/02,325804,P01,28500,Ebony Squash,28000,1058.6801,120847,4/2/2019,533.89,1058.6801,303.54,230.35,533.89,1,143,EA
10020515,4/2/2019,552.86,2019/04/02,325804,P01,38826,Ebony Macintosh Apples,41000,223.06,120847,4/2/2019,562.44,1115.3,185.58,376.86,112.488,5,143,SE
10020515,4/2/2019,572.06,2019/04/02,325804,P01,11690,High Top Dried Mushrooms,7000,192.34,120847,4/2/2019,581.98,1154.04,200.33,381.65,96.99666667,6,143,SE
10020515,4/2/2019,621.6999,2019/04/02,325804,P01,37441,Atomic Mint Chocolate Bar,38000,1254.1899,120847,4/2/2019,632.49,1254.1899,338.5,293.99,632.49,1,143,EA
10020515,4/2/2019,653.88,2019/04/02,325804,P01,26361,Bravo Canned Yams,21000,439.7,120847,4/2/2019,665.22,1319.1,404.02,261.2,221.74,3,143,EA
10020515,4/2/2019,739.35,2019/04/02,325804,,64800,American Corned Beef,49000,456.57,120847,4/2/2019,630.36,1369.71,389.67,240.69,210.12,3,143,EA
10020515,4/2/2019,755.08,2019/04/02,325804,P01,29255,Thresher Spicy Mints,33000,507.75,120847,4/2/2019,768.17,1523.25,488.68,279.49,256.0566667,3,143,EA
10020515,4/2/2019,1226.8,2019/04/02,325804,P01,20910,Moms Sliced Turkey,15000,824.96,120847,4/2/2019,1248.08,2474.88,764.62,483.46,416.0266667,3,143,EA
10020515,4/2/2019,1437.19,2019/04/02,325804,P01,28401,Ebony Prepared Salad,27000,966.44,120847,4/2/2019,1462.13,2899.32,816.82,645.31,487.3766667,3,143,EA
10020515,4/2/2019,2837.84,2019/04/02,325804,P01,17801,Better Fancy Canned Sardines,12000,1431.23,120847,4/2/2019,2887.08,5724.92,1798.77,1088.31,721.77,4,143,EA
10020515,4/2/2019,3225.85,2019/04/02,325804,P01,27550,Imagine Popsicles,25000,1084.61,120847,4/2/2019,3281.81,6507.66,1779.28,1502.53,546.9683333,6,143,EA
10019812,4/2/2019,195.56,2019/04/02,325807,P01,32963,High Top Macintosh Apples,62001,137.32,120962,4/2/2019,216.4,411.96,158.8,57.6,72.13333333,3,113,EA
10019812,4/2/2019,196.95,2019/04/02,325807,P01,25883,Colony English Muffins,27000,414.91,120962,4/2/2019,217.96,414.91,75.98,141.98,217.96,1,113,EA
10019812,4/2/2019,238.61,2019/04/02,325807,,38772,Ebony Sweet Peas,79000,125.67,120962,4/2/2019,264.07,502.68,211.07,53,66.0175,4,113,EA
10019812,4/2/2019,266.32,2019/04/02,325807,P01,39186,Nationeel Dried Dates,85000,561.04,120962,4/2/2019,294.72,561.04,180.54,114.18,294.72,1,113,EA
10019812,4/2/2019,296.68,2019/04/02,325807,,63235,Token Cola,100000,625,120962,4/2/2019,328.32,625,252.06,76.26,328.32,1,113,EA
10019812,4/2/2019,299.54,2019/04/02,325807,P01,29062,Nationeel Low Fat Popcorn,45000,157.76,120962,4/2/2019,331.5,631.04,181.59,149.91,82.875,4,113,SE
10019812,4/2/2019,361.01,2019/04/02,325807,P01,38816,Ebony Squash,81000,144.13,120962,4/2/2019,359.64,720.65,262.96,96.68,71.928,5,113,EA
10019812,4/2/2019,363.06,2019/04/02,325807,P01,32720,High Top Cauliflower,61000,50.99,120962,4/2/2019,401.79,764.85,115.55,286.24,26.786,15,113,EA
10019812,4/2/2019,449.32,2019/04/02,325807,P01,29091,Nationeel Beef Jerky,47000,157.76,120962,4/2/2019,497.24,946.56,355.93,141.31,82.87333333,6,113,SE
10019812,4/2/2019,728.88,2019/04/02,325807,P01,45880,Red Spade Low Fat Bologna,86000,767.75,120962,4/2/2019,806.62,1535.5,564.11,242.51,403.31,2,113,EA
10019812,4/2/2019,892,2019/04/02,325807,P01,26502,Bravo Large Canned Shrimp,34000,939.57,120962,4/2/2019,987.14,1879.14,533.89,453.25,493.57,2,113,EA
10019812,4/2/2019,917.52,2019/04/02,325807,P01,28401,Ebony Prepared Salad,42000,966.44,120962,4/2/2019,1015.36,1932.88,544.55,470.81,507.68,2,113,EA
10019812,4/2/2019,937.51,2019/04/02,325807,,64040,Just Right Rice Soup,105000,1975,120962,4/2/2019,1037.49,1975,516,521.49,1037.49,1,113,EA
10019812,4/2/2019,1432.9,2019/04/02,325807,P01,604700,Club Sharp Cheddar Cheese,110000,575,120962,4/2/2019,1442.1,2875,1015.67,426.43,288.42,5,113,EA
10019812,4/2/2019,2730.4995,2019/04/02,325807,P01,31875,Golden Frozen Chicken Thighs,58000,1150.4399,120962,4/2/2019,3021.7,5752.1995,1571.35,1450.35,604.34,5,113,EA
10010887,4/2/2019,420.03,2019/04/02,325808,P01,26502,Bravo Large Canned Shrimp,7000,939.57,120986,4/2/2019,519.54,939.57,266.94,252.6,519.54,1,119,EA
10010887,4/2/2019,473.2701,2019/04/02,325808,P01,28500,Ebony Squash,8000,1058.6801,120986,4/2/2019,585.41,1058.6801,303.54,281.87,585.41,1,119,EA
10010887,4/2/2019,493.67,2019/04/02,325808,P01,28761,Ebony Fuji Apples,4000,157.76,120986,4/2/2019,610.65,1104.32,334.22,276.43,87.23571429,7,119,SE
10010887,4/2/2019,1939.46,2019/04/02,325808,P01,27550,Imagine Popsicles,9000,1084.61,120986,4/2/2019,2398.98,4338.44,1186.19,1212.79,599.745,4,119,EA
10025300,4/2/2019,390.03,2019/04/02,325813,P01,61757,Carlson Buttermilk,4000,803.86,121019,4/2/2019,413.83,803.86,390.08,23.75,413.83,1,168,EA
10025252,4/2/2019,361.21,2019/04/02,325817,P01,20990,Moms Sliced Ham,3000,101,121031,4/2/2019,446.79,808,234.85,211.94,55.84875,8,179,SE
10025252,4/2/2019,486.66,2019/04/02,325817,P01,29071,Nationeel Salted Pretzels,4000,181.44,121031,4/2/2019,601.98,1088.64,179.18,422.8,100.33,6,179,SE
10025252,4/2/2019,515.9,2019/04/02,325817,P01,11690,High Top Dried Mushrooms,5000,192.34,121031,4/2/2019,638.14,1154.04,200.33,437.81,106.3566667,6,179,SE
10022450,4/2/2019,284.1,2019/04/02,325818,P01,34901,Better Noodle Soup,8000,51.88,121071,4/2/2019,234.7,518.8,123.79,110.91,23.47,10,167,EA
10022450,4/2/2019,326.37,2019/04/02,325818,P01,63744,Cutting Edge Potato Salad,17000,298,121071,4/2/2019,269.63,596,191.85,77.78,134.815,2,167,EA
10022450,4/2/2019,489.56,2019/04/02,325818,P01,63560,Gorilla Low Fat String Cheese,16000,298,121071,4/2/2019,404.44,894,286.24,118.2,134.8133333,3,167,EA
10022450,4/2/2019,553.142,2019/04/02,325818,P01,61484,Super Creamy Peanut Butter,13000,50.5051,121071,4/2/2019,456.96,1010.102,304.86,152.1,22.848,20,167,EA
10022450,4/2/2019,979.12,2019/04/02,325818,P01,63559,Gorilla String Cheese,15000,298,121071,4/2/2019,808.88,1788,570.87,238.01,134.8133333,6,167,EA
10022450,4/2/2019,1305.5,2019/04/02,325818,P01,62616,Tell Tale Limes,14000,298,121071,4/2/2019,1078.5,2384,762.77,315.73,134.8125,8,167,EA
10019194,4/2/2019,215.08,2019/04/02,325821,P01,25413,Atomic Mint Chocolate Bar,16000,226.55,121106,4/2/2019,238.02,453.1,104.81,133.21,119.01,2,108,EA
10019194,4/2/2019,229.04,2019/04/02,325821,P01,34699,Super Low Fat Apple Butter,35000,434.42,121106,4/2/2019,205.38,434.42,149.14,56.24,205.38,1,108,SE
10019194,4/2/2019,246.49,2019/04/02,325821,P01,39840,American Potato Salad,49000,467.53,121106,4/2/2019,221.04,467.53,205.72,15.32,221.04,1,108,SE
10019194,4/2/2019,246.49,2019/04/02,325821,P01,39850,Washington Mango Drink,50000,467.53,121106,4/2/2019,221.04,467.53,205.72,15.32,221.04,1,108,SE
10019194,4/2/2019,247.54,2019/04/02,325821,P01,38790,Ebony Shitake Mushrooms,44000,247.07,121106,4/2/2019,246.6,494.14,163.86,82.74,123.3,2,108,EA
10019194,4/2/2019,247.54,2019/04/02,325821,P01,39253,Thresher White Chocolate Bar,48000,247.07,121106,4/2/2019,246.6,494.14,170.7,75.9,123.3,2,108,EA
10019194,4/2/2019,249.83,2019/04/02,325821,P01,39185,Nationeel Grape Fruit Roll,47000,263.15,121106,4/2/2019,276.47,526.3,180.9,95.57,138.235,2,108,EA
10019194,4/2/2019,292.31,2019/04/02,325821,P01,26370,Bravo Canned Tomatos,20000,205.26,121106,4/2/2019,323.47,615.78,172.61,150.86,107.8233333,3,108,EA
10019194,4/2/2019,308.73,2019/04/02,325821,P01,62948,Atomic Bubble Gum,62000,325.19,121106,4/2/2019,341.65,650.38,308.28,33.37,170.825,2,108,EA
10019194,4/2/2019,328.41,2019/04/02,325821,P01,5742,Red Spade Beef Bologna,2000,115.31,121106,4/2/2019,363.45,691.86,116.31,247.14,60.575,6,108,EA
10019194,4/2/2019,371.31,2019/04/02,325821,P01,39461,BBB Best Strawberry Preserves,65000,247.07,121106,4/2/2019,369.9,741.21,245.79,124.11,123.3,3,108,EA
10019194,4/2/2019,402.7,2019/04/02,325821,P01,61752,Carlson Cheese Spread,66000,803.86,121106,4/2/2019,401.16,803.86,389.73,11.43,401.16,1,108,EA
10019194,4/2/2019,442.25,2019/04/02,325821,P01,61853,Moms Corned Beef,59000,232.92,121106,4/2/2019,489.43,931.68,288.71,200.72,122.3575,4,108,EA
10019194,4/2/2019,468.85,2019/04/02,325821,P01,60448,High Top Summer Squash,55000,493.85,121106,4/2/2019,518.85,987.7,414.45,104.4,259.425,2,108,EA
10019194,4/2/2019,474.69,2019/04/02,325821,P01,63003,Shady Lake Rice Medly,63000,250,121106,4/2/2019,525.31,1000,273.6,251.71,131.3275,4,108,EA
10019194,4/2/2019,495.08,2019/04/02,325821,P01,38875,Ebony Honey Dew,45000,247.07,121106,4/2/2019,493.2,988.28,341.29,151.91,123.3,4,108,EA
10019194,4/2/2019,543.56,2019/04/02,325821,P01,37170,Fast BBQ Potato Chips,37000,190.85,121106,4/2/2019,601.54,1145.1,255.79,345.75,100.2566667,6,108,EA
10019194,4/2/2019,1146.32,2019/04/02,325821,P01,604700,Club Sharp Cheddar Cheese,64000,575,121106,4/2/2019,1153.68,2300,812.53,341.15,288.42,4,108,EA
10019194,4/2/2019,1358.77,2019/04/02,325821,P01,17801,Better Fancy Canned Sardines,10000,1431.23,121106,4/2/2019,1503.69,2862.46,899.38,604.31,751.845,2,108,EA
10019194,4/2/2019,3670.06,2019/04/02,325821,P01,28401,Ebony Prepared Salad,26000,966.44,121106,4/2/2019,4061.46,7731.52,2178.2,1883.26,507.6825,8,108,EA
10019194,4/2/2019,4636.3,2019/04/02,325821,P01,47801,Red Spade Foot-Long Hot Dogs,51000,1627.84,121106,4/2/2019,5130.74,9767.04,2854.49,2276.25,855.1233333,6,108,EA
10019194,4/2/2019,4699.18,2019/04/02,325821,P01,20910,Moms Sliced Turkey,12000,824.96,121106,4/2/2019,5200.34,9899.52,3058.48,2141.86,433.3616667,12,108,EA
10019194,4/2/2019,181.18,2019/04/02,325822,P01,37170,Fast BBQ Potato Chips,31000,190.85,121109,4/2/2019,200.52,381.7,85.26,115.26,100.26,2,108,EA
10019194,4/2/2019,208.72,2019/04/02,325822,P01,26361,Bravo Canned Yams,14000,439.7,121109,4/2/2019,230.98,439.7,134.67,96.31,230.98,1,108,EA
10019194,4/2/2019,217.48,2019/04/02,325822,P01,601700,Club Cheese Spread,44000,218.18,121109,4/2/2019,218.88,436.36,119.8,99.08,109.44,2,108,EA
10019194,4/2/2019,230.85,2019/04/02,325822,P01,37609,Colony Wheat Bread,33000,486.32,121109,4/2/2019,255.47,486.32,145.57,109.9,255.47,1,108,SE
10019194,4/2/2019,233.41,2019/04/02,325822,P01,30093,Just Right Canned Tuna in Water,27000,491.72,121109,4/2/2019,258.31,491.72,159.14,99.17,258.31,1,108,EA
10019194,4/2/2019,258.38,2019/04/02,325822,P01,29071,Nationeel Salted Pretzels,25000,181.44,121109,4/2/2019,285.94,544.32,89.59,196.35,95.31333333,3,108,SE
10019194,4/2/2019,529.42,2019/04/02,325822,P01,38826,Ebony Macintosh Apples,40000,223.06,121109,4/2/2019,585.88,1115.3,185.58,400.3,117.176,5,108,SE
10019194,4/2/2019,593.36,2019/04/02,325822,P01,63002,Shady Lake Thai Rice,42000,250,121109,4/2/2019,656.64,1250,290.92,365.72,131.328,5,108,EA
10019194,4/2/2019,730.41,2019/04/02,325822,P01,11690,High Top Dried Mushrooms,3000,192.34,121109,4/2/2019,808.31,1538.72,267.1,541.21,101.03875,8,108,SE
10019194,4/2/2019,862.98,2019/04/02,325822,P01,20990,Moms Sliced Ham,10000,101,121109,4/2/2019,955.02,1818,528.42,426.6,53.05666667,18,108,SE
10019194,4/2/2019,1005.0802,2019/04/02,325822,P01,28500,Ebony Squash,24000,1058.6801,121109,4/2/2019,1112.28,2117.3602,607.08,505.2,556.14,2,108,EA
10019194,4/2/2019,1190.6898,2019/04/02,325822,P01,37441,Atomic Mint Chocolate Bar,32000,1254.1899,121109,4/2/2019,1317.69,2508.3798,677,640.69,658.845,2,108,EA
10019194,4/2/2019,1957.99,2019/04/02,325822,P01,20910,Moms Sliced Turkey,9000,824.96,121109,4/2/2019,2166.81,4124.8,1274.37,892.44,433.362,5,108,EA
10019194,4/2/2019,2038.16,2019/04/02,325822,P01,17801,Better Fancy Canned Sardines,7000,1431.23,121109,4/2/2019,2255.53,4293.69,1349.08,906.45,751.8433333,3,108,EA
10019194,4/2/2019,2059.41,2019/04/02,325822,P01,27550,Imagine Popsicles,18000,1084.61,121109,4/2/2019,2279.03,4338.44,1186.19,1092.84,569.7575,4,108,EA
10019194,4/2/2019,3670.06,2019/04/02,325822,P01,28401,Ebony Prepared Salad,22000,966.44,121109,4/2/2019,4061.46,7731.52,2178.2,1883.26,507.6825,8,108,EA
10013080,4/2/2019,1269.2166,2019/04/02,325823,,64820,Washington Apple Drink,1000,1419.5833,121110,4/2/2019,1569.95,2839.1666,706.18,863.77,784.975,2,180,EA
10013080,4/2/2019,196.4371,2019/04/02,325824,P01,29460,BBB Best Chunky Peanut Butter,2000,439.4271,121111,4/2/2019,242.99,439.4271,97.88,145.11,242.99,1,180,EA
10013080,4/2/2019,634.6133,2019/04/02,325824,,64820,Washington Apple Drink,1000,1419.5833,121111,4/2/2019,784.97,1419.5833,353.09,431.88,784.97,1,180,EA
10024022,4/2/2019,639.82,2019/04/02,325830,P01,17801,Better Fancy Canned Sardines,1000,1431.23,121132,4/2/2019,791.41,1431.23,449.69,341.72,791.41,1,163,EA
10013080,4/2/2019,1269.2166,2019/04/02,325831,,64820,Washington Apple Drink,1000,1419.5833,121139,4/2/2019,1569.95,2839.1666,706.18,863.77,784.975,2,180,EA
10019194,4/2/2019,296.05,2019/04/02,325845,P01,60900,Best Choice Sugar Cookies,1000,623.67,121160,4/2/2019,327.62,623.67,140.82,186.8,327.62,1,108,EA
10013080,4/2/2019,634.6133,2019/04/02,325852,,64820,Washington Apple Drink,1000,1419.5833,121172,4/2/2019,784.97,1419.5833,353.09,431.88,784.97,1,180,EA
10018518,4/2/2019,15,2019/04/02,325873,P01,62741,Fast Corn Chips,1000,375,121250,4/2/2019,360,375,147.58,212.42,360,1,117,EA
10013080,4/2/2019,634.6133,2019/04/02,325878,,64820,Washington Apple Drink,1000,1419.5833,121274,4/2/2019,784.97,1419.5833,353.09,431.88,784.97,1,180,EA
10013538,4/1/2019,2488.18,2019/04/01,325634,P01,67550,Discover Manicotti,1000,1275.1,121065,3/31/2019,2612.22,5100.4,1410.26,1201.96,653.055,4,170,EA
10019400,4/1/2019,466.92,2019/04/01,325637,P01,34862,Best Oatmeal,13000,478.56,118499,3/31/2019,490.2,957.12,191.74,298.46,245.1,2,119,EA
10019400,4/1/2019,1637.74,2019/04/01,325637,,31256,Club Havarti Cheese,2000,258.24,118499,3/31/2019,1719.38,3357.12,752.71,966.67,132.26,13,119,EA
10019400,4/1/2019,1120.81,2019/04/01,325640,P01,31700,Golden Chicken TV Dinner,7000,229.75,118950,3/31/2019,1176.69,2297.5,778.55,398.14,117.669,10,119,EA
10019400,4/1/2019,1128.82,2019/04/01,325640,P01,26361,Bravo Canned Yams,6000,439.7,118950,3/31/2019,1069.68,2198.5,673.36,396.32,213.936,5,119,EA
10019400,4/1/2019,1327.9,2019/04/01,325640,,239782,BBB Best Strawberry Preserves,5000,472.36,118950,3/31/2019,1033.9,2361.8,593.55,440.35,206.78,5,119,EA
10019400,4/1/2019,1785.37,2019/04/01,325640,P01,60035,Golden Waffles,4000,731.95,118950,3/31/2019,1874.38,3659.75,1314.42,559.96,374.876,5,119,EA
10019400,4/1/2019,2853.06,2019/04/01,325640,P01,360012,Fabulous Diet Cola,8000,422.87,118950,3/31/2019,2221.38,5074.44,1165.27,1056.11,185.115,12,119,EA
10019400,4/1/2019,4210.14,2019/04/01,325640,P01,30279,Even Better Sharp Cheddar Cheese,10000,1078.77,118950,3/31/2019,4420.02,8630.16,3599.87,820.15,552.5025,8,119,EA
10019400,4/1/2019,6291.24,2019/04/01,325640,P01,380762,Fabulous Cranberry Juice,9000,559.48,118950,3/31/2019,4898.36,11189.6,2587.84,2310.52,244.918,20,119,EA
10019400,4/1/2019,8513.16,2019/04/01,325640,P01,285002,Fabulous Cola,1000,1090.67,118950,3/31/2019,8937.56,17450.72,4967.41,3970.15,558.5975,16,119,EA
10019400,4/1/2019,15110.87,2019/04/01,325640,P01,265022,BBB Best Apple Preserves,2000,967.97,118950,3/31/2019,15864.17,30975.04,8763.87,7100.3,495.7553125,32,119,EA
10019400,4/1/2019,334.66,2019/04/01,325641,,63675,Cutting Edge Chicken Hot Dogs,13000,343,120369,3/31/2019,351.34,686,178.58,172.76,175.67,2,119,EA
10019400,4/1/2019,814.64,2019/04/01,325641,P01,29260,Monarch Ravioli,4000,556.63,120369,3/31/2019,855.25,1669.89,498.89,356.36,285.0833333,3,119,EA
10019400,4/1/2019,999.09,2019/04/01,325641,P01,265032,BBB Best Grape Jelly,10000,1024,120369,3/31/2019,1048.91,2048,569.28,479.63,524.455,2,119,EA
10019400,4/1/2019,1029.81,2019/04/01,325641,,64008,Washington Cream Soda,14000,218.18,120369,3/31/2019,1151.99,2181.8,603.13,548.86,115.199,10,119,EA
10019400,4/1/2019,1120.81,2019/04/01,325641,P01,31700,Golden Chicken TV Dinner,5000,229.75,120369,3/31/2019,1176.69,2297.5,778.55,398.14,117.669,10,119,EA
10019400,4/1/2019,1380.6,2019/04/01,325641,P01,64009,Washington Diet Soda,15000,585,120369,3/31/2019,1544.4,2925,1015.97,528.43,308.88,5,119,EA
10019400,4/1/2019,2709.16,2019/04/01,325641,P01,26361,Bravo Canned Yams,3000,439.7,120369,3/31/2019,2567.24,5276.4,1616.07,951.17,213.9366667,12,119,EA
10019400,4/1/2019,2853.06,2019/04/01,325641,P01,360012,Fabulous Diet Cola,6000,422.87,120369,3/31/2019,2221.38,5074.44,1165.27,1056.11,185.115,12,119,EA
10019400,4/1/2019,5262.67,2019/04/01,325641,P01,30279,Even Better Sharp Cheddar Cheese,8000,1078.77,120369,3/31/2019,5525.03,10787.7,4499.84,1025.19,552.503,10,119,EA
10019400,4/1/2019,6384.87,2019/04/01,325641,P01,285002,Fabulous Cola,1000,1090.67,120369,3/31/2019,6703.17,13088.04,3725.56,2977.61,558.5975,12,119,EA
10019400,4/1/2019,6531.98,2019/04/01,325641,P01,458802,Club Muenster Cheese,12000,836.85,120369,3/31/2019,6857.62,13389.6,4623.65,2233.97,428.60125,16,119,EA
10019400,4/1/2019,7555.43,2019/04/01,325641,P01,265022,BBB Best Apple Preserves,9000,967.97,120369,3/31/2019,7932.09,15487.52,4381.93,3550.16,495.755625,16,119,EA
10019400,4/1/2019,288.7,2019/04/01,325642,P01,31673,Golden Orange Popsicles,14000,295.9,120439,3/31/2019,303.1,591.8,153.89,149.21,151.55,2,119,EA
10019400,4/1/2019,463.74,2019/04/01,325642,P01,26769,Cutting Edge Cole Slaw,27000,135.8,120439,3/31/2019,486.86,950.6,278.08,208.78,69.55142857,7,119,EA
10019400,4/1/2019,606.14,2019/04/01,325642,P01,27131,Imagine Low Fat Waffles,25000,124.25,120439,3/31/2019,636.36,1242.5,311.73,324.63,63.636,10,119,EA
10019400,4/1/2019,1033.69,2019/04/01,325642,,61929,Big Time Low Fat French Fries,28000,211.89,120439,3/31/2019,1085.21,2118.9,687.08,398.13,108.521,10,119,EA
10019400,4/1/2019,321.36,2019/04/01,325643,P01,62623,Tell Tale Firm Tofu,24000,298,120448,3/31/2019,274.64,596,184.11,90.53,137.32,2,119,EA
10019400,4/1/2019,321.36,2019/04/01,325643,P01,63559,Gorilla String Cheese,11000,298,120448,3/31/2019,274.64,596,190.29,84.35,137.32,2,119,EA
10012161,4/1/2019,11236.17,2019/04/01,325645,P01,45880,Red Spade Low Fat Bologna,1000,767.75,120968,4/1/2019,11796.33,23032.5,8461.58,3334.75,393.211,30,109,EA
